ID,市区町村名,地番,価格(円/平米),利用の現状,周辺の土地の利用の現況
1430,足立区,西新井１丁目１０５６番７,401000,店舗兼共同住宅,店舗併用住宅等が建ち並ぶ既成商業地域
1431,足立区,東和２丁目４５番３外,353000,店舗、事務所兼住宅,小売店舗、事務所が建ち並ぶ路線商業地域
1432,足立区,六木１丁目６番７,242000,店舗兼住宅,店舗併用住宅、事務所等が建ち並ぶ近隣商業地域
1433,足立区,鹿浜３丁目５番１１,232000,店舗兼共同住宅,小売店舗、飲食店等が建ち並ぶ近隣商業地域
1434,足立区,千住橋戸町１０１番外,635000,店舗兼共同住宅,中高層の店舗ビル等が増えつつある駅前商業地域
1435,足立区,綾瀬６丁目４５５番１外,297000,倉庫,中小規模の倉庫、営業所等が多い工業地域
1436,足立区,宮城２丁目６番３,184000,事務所兼作業所,中小規模の工場のほかに住宅が混在する工業地域
1437,足立区,堀之内２丁目２番８外,209000,倉庫兼事務所,倉庫、工場等のほかに住宅も見られる工業地域
1438,足立区,入谷６丁目３２２１番,210000,事務所、倉庫兼作業所,物流施設が多く見られる大規模な流通業務地域
1439,葛飾区,東金町３丁目１０４番５,367000,住宅,一般住宅を中心とする区画整然とした住宅地域
1440,葛飾区,細田５丁目３５５番２,301000,住宅,一般住宅の中にアパート等が見られる住宅地域
1441,葛飾区,東新小岩２丁目１３２番１,318000,住宅,一般住宅のほか共同住宅等が見られる住宅地域
1442,葛飾区,お花茶屋３丁目３９６番１２,323000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1443,葛飾区,東金町２丁目３６５番５,356000,住宅,小規模一般住宅、アパート等が建ち並ぶ住宅地域
1444,葛飾区,小菅４丁目５番１１,453000,住宅,住宅、アパート、マンションが建ち並ぶ住宅地域
1445,葛飾区,青戸５丁目１４９番４,376000,住宅,一般住宅のほかにアパート等が見られる住宅地域
1446,葛飾区,亀有２丁目１８４番２,328000,住宅,住宅、アパートのほかに店舗も見られる住宅地域
1447,葛飾区,新宿５丁目２２９４番２,273000,住宅,一般住宅の中にアパート等が見られる住宅地域
1448,葛飾区,柴又１丁目１２７７番３,305000,住宅,一般住宅の中に、アパート等が見られる住宅地域
1449,葛飾区,西亀有１丁目２番１,307000,共同住宅,マンションのほか一般住宅等が見られる住宅地域
1450,葛飾区,南水元４丁目２３番５,264000,住宅,一般住宅のほかにアパート等が見られる住宅地域
1451,葛飾区,新宿１丁目１５６番１,274000,住宅,一般住宅の中にアパート等が見られる住宅地域
1452,葛飾区,高砂８丁目６６１番３,316000,住宅,一般住宅の中に共同住宅等が見られる住宅地域
1453,葛飾区,奥戸６丁目４６３番２,253000,住宅,一般住宅のほか共同住宅等が見られる住宅地域
1454,葛飾区,金町２丁目１２４９番３,326000,共同住宅,一般住宅、アパート、工場等の混在する住宅地域
1455,葛飾区,東新小岩５丁目４６２番１,367000,共同住宅,一般住宅、アパート、店舗等が混在する住宅地域
1456,葛飾区,水元５丁目６９番１,193000,住宅,一般住宅等の中に空地等が見られる住宅地域
1457,葛飾区,水元３丁目１０番４８,226000,住宅,一般住宅の中に駐車場等が見られる住宅地域
1458,葛飾区,堀切４丁目６０番６,307000,住宅,一般住宅の中にアパート等が見られる住宅地域
1459,葛飾区,西亀有３丁目９４番２,323000,住宅,一般住宅のほかにアパート等が見られる住宅地域
1460,葛飾区,四つ木４丁目１２８番２,274000,工場兼住宅,一般住宅、アパート、工場等が混在する住宅地域
1461,葛飾区,新小岩３丁目１０７９番３,421000,住宅兼事務所,住宅、共同住宅、事務所等が混在する住宅地域
1462,葛飾区,立石４丁目４１番１,318000,住宅,一般住宅、共同住宅、事業所の混在する住宅地域
1463,葛飾区,鎌倉１丁目５７７番５０,310000,住宅,中規模一般住宅、アパート等が見られる住宅地域
1464,葛飾区,立石５丁目３１５番５,332000,住宅,一般住宅の中に共同住宅等が見られる住宅地域
1465,葛飾区,青戸１丁目６１番１,394000,共同住宅,中規模住宅、アパートが建ち並ぶ閑静な住宅地域
1466,葛飾区,東立石４丁目１２７番５,312000,住宅,一般住宅の中に店舗等が見られる住宅地域
1467,葛飾区,宝町１丁目２９番９,280000,工場兼住宅,一般住宅、アパート、工場等が混在する住宅地域
1468,葛飾区,堀切８丁目１６４番２３,346000,住宅,一般住宅、マンション等が見られる住宅地域
1469,葛飾区,小菅１丁目１２４５番２,244000,住宅,住宅、アパート等が密集する住宅地域
1470,葛飾区,東金町５丁目３番３外,241000,住宅,一般住宅の中に生産緑地等が見られる住宅地域
1471,葛飾区,東新小岩８丁目１３８３番５,292000,住宅兼倉庫,一般住宅のほか共同住宅等が建ち並ぶ住宅地域
1472,葛飾区,新小岩４丁目４２０番４,372000,住宅,一般住宅の中に共同住宅等が見られる住宅地域
1473,葛飾区,お花茶屋１丁目５３０番１６,360000,住宅,一般住宅、アパート、店舗等が混在する住宅地域
1474,葛飾区,堀切２丁目３６番２６,289000,住宅,住宅、アパート等が密集する既成住宅地域
1475,葛飾区,立石２丁目２６２番５０,327000,住宅,一般住宅、共同住宅、事務所等混在する住宅地域
1476,葛飾区,西水元２丁目２１番１０,188000,住宅,一般住宅の中に駐車場等が見られる住宅地域
1477,葛飾区,新宿２丁目３２４７番３,261000,共同住宅,一般住宅、共同住宅の多い住宅地域
1478,葛飾区,東金町６丁目４６８番１６,263000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1479,葛飾区,西亀有１丁目１９番２２,313000,住宅,一般住宅の中に空地等が見られる住宅地域
1480,葛飾区,金町５丁目１９２２番５１,331000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1481,葛飾区,西新小岩５丁目２７５２番３,262000,住宅,一般住宅、アパート、作業所が混在する住宅地域
1482,葛飾区,青戸４丁目１１２５番８,348000,住宅,一般住宅、共同住宅、店舗等が見られる住宅地域
1483,葛飾区,高砂１丁目１４番４１,284000,住宅,住宅、共同住宅、事業所等が混在する住宅地域
1484,葛飾区,東金町１丁目３５００番１,401000,共同住宅,共同住宅が多く見られる利便性のよい住宅地域
1485,葛飾区,新小岩１丁目１３３８番１,1470000,店舗兼住宅,中規模の小売店舗が建ち並ぶ駅前の商業地域
1486,葛飾区,鎌倉４丁目４９０番５,296000,店舗兼住宅,飲食店、小売店舗等が建ち並ぶ商業地域
1487,葛飾区,小菅４丁目１１番６,681000,事務所兼店舗,小売店舗、事務所の建ち並ぶ駅前の商業地域
1488,葛飾区,立石１丁目２３３番３外,615000,店舗,飲食店舗、小売店舗等が多い駅前の商業地域
1489,葛飾区,亀有３丁目６４３番２,630000,店舗兼共同住宅,店舗、マンション等が建ち並ぶ駅南側の商業地域
1490,葛飾区,東新小岩６丁目７９０番２,360000,店舗,中低層の店舗兼住宅等が建ち並ぶ近隣商業地域
1491,葛飾区,高砂５丁目７８２番４外,478000,店舗兼住宅,小売店舗が建ち並ぶ駅前の商業地域
1492,葛飾区,亀有２丁目１３３番２,361000,店舗兼共同住宅,店舗、併用マンション等が建ち並ぶ近隣商業地域
1493,葛飾区,南水元４丁目２７番４,289000,店舗兼住宅,小売店舗、飲食店等の多い路線沿い近隣商業地域
1494,葛飾区,東金町３丁目１２番１１,380000,店舗兼住宅,小規模の店舗併用住宅が建ち並ぶ近隣商業地域
1495,葛飾区,堀切４丁目３７８番１,454000,店舗兼住宅,中低層の小売店舗が建ち並ぶ駅前の商業地域
1496,葛飾区,柴又５丁目６０２番１外,353000,店舗兼共同住宅,店舗、共同住宅、給油所等が混在する商業地域
1497,葛飾区,西新小岩１丁目７４９番３,590000,店舗兼住宅,小売店舗、飲食店等が多い駅に近い商業地域
1498,葛飾区,亀有５丁目８６番１,574000,店舗兼共同住宅,マンションや営業所等が混在する商業地域
1499,葛飾区,堀切２丁目６８番２０,359000,店舗、事務所兼共同住宅等,共同住宅、低層店舗等が見られる路線商業地域
1500,葛飾区,奥戸７丁目１４番１０,301000,倉庫兼事務所,事業所にマンション等も混在する路線商業地域
1501,葛飾区,青戸７丁目２４７７番３外,340000,店舗,自動車販売会社、事務所等の多い路線商業地域
1502,葛飾区,東新小岩４丁目６３番１外,359000,店舗,自動車販売会社、飲食店舗等の多い路線商業地域
1503,江戸川区,西小岩１丁目１７７５番８,362000,住宅,中小規模住宅、共同住宅等が建ち並ぶ住宅地域
1504,江戸川区,瑞江１丁目１５３番３,371000,住宅,小規模一般住宅が建ち並ぶ区画整理済の住宅地域
1505,江戸川区,清新町２丁目７番５,392000,共同住宅,中高層マンションが多い区画整然とした住宅地域
1506,江戸川区,南篠崎町３丁目２１５番４,418000,店舗兼住宅,店舗兼住宅、マンション等が混在する住宅地域
1507,江戸川区,東小岩６丁目２６７６番１０,372000,住宅,中小規模一般住宅、共同住宅が建ち並ぶ住宅地域
1508,江戸川区,船堀２丁目５０７番１,422000,住宅,一般住宅、共同住宅等が建ち並ぶ住宅地域
1509,江戸川区,中葛西１丁目３５番１６,388000,住宅,住宅、事業所、マンション等が混在する住宅地域
1510,江戸川区,平井６丁目２０番５,384000,住宅,中規模一般住宅、アパート等が見られる住宅地域
1511,江戸川区,西葛西８丁目９番５２,415000,住宅,一般住宅の中にマンション等が見られる住宅地域
1512,江戸川区,北葛西２丁目６８１番６,353000,住宅,中小規模一般住宅、店舗等の混在する住宅地域
1513,江戸川区,北篠崎２丁目２２７番３,273000,住宅,一般住宅のほかに農地等が見られる住宅地域
1514,江戸川区,松江７丁目２７１番３,328000,住宅,住宅の中にアパート、店舗等が混在する住宅地域
1515,江戸川区,北小岩８丁目５１９番２,307000,共同住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1516,江戸川区,春江町３丁目１０番１８７,309000,住宅,小規模一般住宅が建ち並ぶ住宅地域
1517,江戸川区,鹿骨２丁目１４０番３,275000,住宅,住宅、アパート、作業場等が混在する住宅地域
1518,江戸川区,一之江２丁目５４番１８外,297000,住宅,一般住宅、アパートのほか空地もある住宅地域
1519,江戸川区,南葛西５丁目８番４６,362000,住宅,中小規模住宅、共同住宅等が建ち並ぶ住宅地域
1520,江戸川区,西瑞江５丁目１４番４６,305000,住宅,一般住宅、アパート等が多く見られる住宅地域
